,country_iso2_arrival,country_iso2_departure,num_flights
973,GI,ES,1
975,GL,DK,1
976,GM,ES,1
977,GM,FR,1
978,GM,NL,1
979,GM,SL,1
983,GN,NG,1
803,FI,RO,1
801,FI,NO,1
798,FI,JP,1
990,GP,US,1
991,GQ,NG,1
796,FI,HK,1
788,FI,CN,1
1001,GR,ES,1
784,FI,AT,1
1005,GR,HU,1
1008,GR,NL,1
953,GB,UZ,1
816,FR,BH,1
947,GB,SK,1
854,FR,MV,1
880,GA,NG,1
878,GA,ES,1
877,GA,CM,1
896,GB,CR,1
876,GA,CG,1
874,FR,UA,1
901,GB,DO,1
902,GB,DZ,1
903,GB,EE,1
869,FR,SX,1
866,FR,SG,1
857,FR,NO,1
914,GB,IL,1
946,GB,SI,1
851,FR,ML,1
848,FR,LB,1
921,GB,JO,1
922,GB,JP,1
924,GB,KR,1
925,GB,KW,1
932,GB,ME,1
935,GB,MY,1
837,FR,GM,1
835,FR,GA,1
824,FR,CY,1
942,GB,RU,1
1011,GR,SG,1
1012,GR,US,1
776,ET,NL,1
728,ES,EE,1
1064,HR,SE,1
1065,HT,TC,1
744,ES,MK,1
1068,HU,AL,1
1072,HU,DK,1
739,ES,JE,1
1079,HU,KR,1
1081,HU,MT,1
1083,HU,NO,1
1085,HU,RO,1
1087,HU,SE,1
734,ES,HN,1
727,ES,DZ,1
1059,HR,FR,1
1094,ID,NL,1
1097,ID,TH,1
1098,ID,TL,1
1099,ID,TW,1
1100,ID,VN,1
1101,IE,AE,1
1102,IE,AT,1
716,ES,BG,1
1109,IE,FI,1
707,EG,UZ,1
1115,IE,MT,1
1119,IE,RO,1
1062,HR,RS,1
745,ES,MR,1
1016,GT,PA,1
767,ET,DJ,1
773,ET,IN,1
1018,GU,HK,1
772,ET,HK,1
1020,GU,MP,1
1021,GU,SG,1
1023,GY,TT,1
1026,HK,AZ,1
1027,HK,BE,1
1030,HK,EG,1
1031,HK,FJ,1
1032,HK,GB,1
1033,HK,ID,1
1036,HK,KH,1
747,ES,MX,1
1038,HK,KW,1
1039,HK,KZ,1
766,ET,CN,1
1041,HK,NP,1
763,ET,CD,1
1043,HK,RU,1
761,ES,VN,1
760,ES,VE,1
756,ES,SK,1
1051,HN,SV,1
1054,HR,BA,1
751,ES,PR,1
538,DE,AL,1
1366,KZ,TH,1
536,CZ,UZ,1
1574,MY,NZ,1
408,CL,FR,1
1643,NL,SA,1
406,CL,CO,1
1645,NL,SK,1
1647,NL,SX,1
402,CI,TG,1
1652,NL,VN,1
398,CI,LR,1
397,CI,GN,1
1658,NO,EG,1
394,CI,ET,1
390,CH,UA,1
1663,NO,IS,1
389,CH,TZ,1
387,CH,TN,1
1667,NO,PT,1
1670,NO,TR,1
1671,NO,US,1
1675,NP,SA,1
380,CH,RO,1
1677,NZ,CA,1
1680,NZ,HK,1
1681,NZ,JP,1
1683,NZ,MY,1
1687,OM,BD,1
1688,OM,BH,1
1689,OM,CZ,1
409,CL,GB,1
411,CL,NL,1
412,CL,NZ,1
1601,NL,BA,1
456,CO,AR,1
452,CN,TR,1
1582,NC,JP,1
1583,NE,LY,1
1586,NG,CI,1
1587,NG,DE,1
1588,NG,EG,1
1589,NG,ET,1
1593,NG,MA,1
1596,NI,PA,1
887,GB,AZ,1
1600,NL,AZ,1
442,CN,MM,1
415,CM,BE,1
1606,NL,BY,1
441,CN,LV,1
440,CN,LU,1
439,CN,LA,1
432,CN,FR,1
429,CN,CH,1
426,CN,AZ,1
420,CM,GQ,1
417,CM,EG,1
416,CM,BJ,1
1630,NL,JO,1
1633,NL,LT,1
1690,OM,DJ,1
1693,OM,IR,1
1694,OM,IT,1
323,CA,IS,1
1764,PL,IS,1
334,CA,SV,1
1766,PL,LK,1
333,CA,RU,1
1772,PL,PT,1
1773,PL,RO,1
330,CA,PK,1
1778,PR,AG,1
1780,PR,BL,1
1781,PR,CA,1
1784,PR,KN,1
325,CA,JO,1
1792,PT,AO,1
1759,PL,GR,1
1793,PT,AT,1
1798,PT,CV,1
319,CA,HN,1
315,CA,ES,1
1802,PT,DO,1
314,CA,DZ,1
308,CA,BS,1
307,CA,BM,1
305,CA,AW,1
1812,PT,NO,1
303,CA,AE,1
1820,QA,BG,1
1761,PL,IE,1
335,CA,TW,1
1695,OM,LK,1
1726,PH,GU,1
372,CH,MA,1
1697,OM,PL,1
371,CH,LV,1
1699,PA,AR,1
366,CH,HU,1
361,CH,FI,1
1711,PA,NL,1
358,CH,DZ,1
1720,PG,AU,1
355,CH,CZ,1
1722,PH,BH,1
1724,PH,CA,1
353,CH,CN,1
1753,PL,EE,1
1730,PH,KR,1
351,CH,BY,1
1737,PK,CN,1
1738,PK,IQ,1
1739,PK,IR,1
1742,PK,OM,1
1744,PK,SY,1
343,CF,CM,1
341,CD,RW,1
1750,PL,CZ,1
340,CD,FR,1
1752,PL,DK,1
457,CO,BO,1
1573,MY,NP,1
1369,KZ,US,1
459,CO,CA,1
1416,LT,NL,1
516,CZ,AT,1
1420,LU,CH,1
1422,LU,CZ,1
513,CY,SA,1
1425,LU,ES,1
512,CY,RU,1
1428,LU,HK,1
1429,LU,IM,1
509,CY,LV,1
1433,LU,RU,1
1437,LV,CZ,1
504,CY,BE,1
1439,LV,DK,1
1441,LV,ES,1
1443,LV,FR,1
500,CW,SR,1
1445,LV,GR,1
1446,LV,HU,1
1447,LV,IL,1
1448,LV,IT,1
1451,LV,NO,1
1456,LY,MT,1
1459,MA,BE,1
1461,MA,CH,1
498,CW,DO,1
1466,MA,IL,1
1415,LT,MT,1
1413,LT,IL,1
1412,LT,IE,1
1389,LC,VG,1
1370,LA,TH,1
1372,LB,CH,1
534,CZ,TZ,1
533,CZ,SE,1
532,CZ,RU,1
1378,LB,GR,1
1380,LB,KW,1
1381,LB,SA,1
1382,LC,AG,1
1383,LC,BB,1
1384,LC,CA,1
1387,LC,TT,1
1393,LK,HK,1
1411,LT,GE,1
527,CZ,LV,1
1396,LK,RU,1
1397,LK,SA,1
1400,LK,TR,1
524,CZ,HU,1
1402,LR,SL,1
1403,LT,AT,1
1406,LT,EG,1
1407,LT,ES,1
1408,LT,FI,1
1409,LT,FR,1
518,CZ,BG,1
1467,MA,SN,1
1469,MA,TR,1
1472,MD,IE,1
1546,MX,CU,1
485,CU,MX,1
1521,MT,PL,1
1522,MT,PT,1
1524,MU,AT,1
1527,MU,KE,1
1530,MV,AT,1
1531,MV,DE,1
1534,MV,GR,1
1536,MV,KZ,1
478,CR,NL,1
477,CR,MX,1
475,CR,GB,1
473,CR,ES,1
486,CU,NL,1
472,CR,CA,1
471,CO,VE,1
1553,MX,LU,1
1555,MX,NL,1
1557,MX,PT,1
1561,MX,VE,1
467,CO,PY,1
1563,MY,AU,1
1564,MY,BN,1
464,CO,GT,1
1567,MY,HK,1
461,CO,CU,1
1519,MT,LY,1
1517,MT,HU,1
1473,MD,IT,1
1489,MK,NL,1
1474,MD,RO,1
1476,ME,AT,1
1477,ME,FR,1
1478,ME,PL,1
1479,ME,RU,1
1480,ME,UA,1
497,CW,CO,1
1482,MG,FR,1
1484,MG,YT,1
1485,MH,FM,1
1486,MK,AT,1
493,CV,PT,1
1490,MK,TR,1
1516,MT,HR,1
1491,ML,BF,1
1493,ML,GN,1
1495,ML,NE,1
1497,MM,MY,1
1498,MM,SG,1
492,CV,NL,1
491,CV,GB,1
1506,MP,KR,1
1507,MQ,FR,1
490,CV,FI,1
1510,MR,ES,1
1512,MT,DE,1
2311,ZM,ZA,1
